Lesson,Accuracy,WPM,Idle Time

Day 01 - Part 1 - Learn Spacebar,100.0,45,0
Day 01 - Part 2 - Learn Home Row,100.0,30,0
Day 01 - Part 3,100.0,24,0
Day 01 - Part 4,100.0,16,0
