Lesson,Accuracy,WPM,IdleTime

Day 20 - Part 1,100,70,0
Scripture - 1 Min - Novice - 1 Peter 1 v 18-19,100,67,0
Scripture - 1 Min - Novice - Acts 1 v 9-11,100,52,0
