Lesson,Accuracy,WPM,IdleTime

Day 20 - Part 1,5,9,0
Scripture - 1 Min - Novice - 1 Peter 1 v 18-19,5,25,0
Scripture - 1 Min - Novice - Acts 1 v 9-11,7,60,0
Day 20 - Part 1,7,15,0
Scripture - 1 Min - Novice - 1 Peter 1 v 18-19,4,36,0
Scripture - 1 Min - Novice - Acts 1 v 9-11,3,5,0
Day 20 - Part 1,20,28,0
Scripture - 1 Min - Novice - 1 Peter 1 v 18-19,6,39,0
Scripture - 1 Min - Novice - Acts 1 v 9-11,5,34,0
Scripture - 1 Min - Novice - Acts 1 v 9-11,87,30,7
