Lesson,Accuracy,WPM,IdleTime

Day 01 - Part 1 - Learn Spacebar,89,34,1
Day 01 - Part 2 - Learn Home Row,100,69,0
Day 01 - Part 3,97,43,0
Day 01 - Part 1 - Learn Spacebar,100,62,0
Day 01 - Part 2 - Learn Home Row,100,74,0
Day 01 - Part 3,23,50,0
Day 01 - Part 1 - Learn Spacebar,30,20,1
Day 01 - Part 2 - Learn Home Row,100,76,0
Day 01 - Part 3,98,59,0
Day 01 - Part 1 - Learn Spacebar,39,20,3
Day 01 - Part 1 - Learn Spacebar,40,31,0
Day 01 - Part 1 - Learn Spacebar,97,34,6
Day 01 - Part 2 - Learn Home Row,100,23,0
Day 01 - Part 3,38,15,0
