Lesson,Accuracy,WPM,IdleTime

Day 01 - Part 1 - Learn Spacebar,66.7,-14,0
Day 01 - Part 1 - Learn Spacebar,100.0,16,0
Day 01 - Part 2 - Learn Home Row,95.7,25,0
Day 01 - Part 3,100.0,12,0
Day 01 - Part 4,100.0,12,0
Day 01 - Part 2 - Learn Home Row,3.2,-30,53
Day 01 - Part 1 - Learn Spacebar,100.0,23,0
Day 01 - Part 2 - Learn Home Row,37.5,-13,4
Day 01 - Part 2 - Learn Home Row,100.0,26,0
Day 01 - Part 3,1.1,-46,64
Day 01 - Part 1 - Learn Spacebar,100.0,27,0
Day 01 - Part 2 - Learn Home Row,100.0,24,0
Day 01 - Part 3,100.0,12,0
Day 01 - Part 4,75.0,-8,0
Day 01 - Part 3,0.0,-32,11
Day 01 - Part 3,100.0,8,0
Day 01 - Part 3,11.7,-40,76
