Lesson,Accuracy,WPM,IdleTime

testydodad,62.5,-120,0
testydodad - Copy,75.0,-47,0
testydodad - Copy - Copy,91.7,36,0
testydodad,25.0,-504,0
testydodad,83.3,0,0
testydodad - Copy,33.3,-216,0
testydodad,62.5,-90,0
testydodad - Copy,87.5,24,0
testydodad - Copy - Copy,100.0,95,0
testydodad,100.0,95,0
testydodad - Copy,25.0,-504,0
testydodad - Copy,29.2,-468,0
testydodad - Copy,37.5,-198,0
testydodad - Copy,8.3,-432,0
testydodad - Copy,100.0,72,0
testydodad,83.3,0,0
testydodad - Copy,29.2,-468,0
testydodad - Copy - Copy,50.0,-115,0
testydodad - Copy,54.2,-100,0
testydodad - Copy - Copy,87.5,14,0
testydodad - Copy,100.0,72,0
testydodad,87.5,14,0
testydodad,100.0,95,0
testydodad - Copy - Copy,91.7,36,0
testydodad,58.3,-108,0
testydodad - Copy,29.2,-468,0
testydodad - Copy - Copy,100.0,95,0
testydodad - Copy,87.5,18,0
testydodad,75.0,-36,0
testydodad,54.2,-126,0
testydodad,95.8,43,0
testydodad - Copy,100.0,72,0
testydodad,83.3,0,0
testydodad - Copy,70.8,-108,0
testydodad - Copy - Copy,25.0,-336,0
testydodad - Copy - Copy,83.3,0,0
testydodad - Copy,75.0,-36,0
testydodad - Copy,100.0,95,0
testydodad,91.7,36,0
testydodad - Copy - Copy,91.7,28,0
testydodad - Copy - Copy,95.8,53,0
testydodad,100.0,95,0
testydodad,83.3,0,0
testydodad - Copy,100.0,95,0
testydodad - Copy - Copy,37.5,-396,0
testydodad - Copy - Copy,91.7,36,0
testydodad,100.0,95,0
testydodad,20.8,-360,0
testydodad - Copy,100.0,95,0
testydodad - Copy - Copy,29.2,-187,0
testydodad,91.7,72,0
testydodad - Copy - Copy,91.7,36,0
testydodad - Copy - Copy,83.3,0,0
testydodad - Copy - Copy,83.3,0,0
testydodad - Copy - Copy,45.8,-216,0
testydodad - Copy - Copy,95.8,72,0
testydodad,79.2,-18,0
testydodad,100.0,95,0
