Lesson,Accuracy,WPM,IdleTime

testydodad,100,51,0
testydodad - Copy,100,50,0
testydodad - Copy - Copy,100,52,0
testydodad,100,52,0
testydodad - Copy,100,57,0
testydodad - Copy - Copy,100,66,0
testydodad,100,54,0
testydodad - Copy,100,55,0
testydodad - Copy - Copy,100,72,0
testydodad,100,66,0
testydodad - Copy,100,29,0
testydodad - Copy - Copy,100,66,0
testydodad,100,57,0
testydodad - Copy,95,44,0
testydodad - Copy - Copy,100,55,0
testydodad,100,54,0
testydodad - Copy,100,69,0
testydodad - Copy - Copy,100,55,0
testydodad,100,42,0
testydodad,100,54,0
