Lesson,Accuracy,WPM,IdleTime

Day 01 - Part 1 - Learn Spacebar,100,27,0
Day 01 - Part 2 - Learn Home Row,100,20,0
Day 01 - Part 3,100,15,0
Day 01 - Part 4,100,12,0
Day 01 - Part 5,100,20,0
Day 01 - Part 6,100,16,0
Day 01 - Part 7,75,11,0
Day 01 - Part 8,88,24,0
Day 01 - Part 9,100,16,0
Day 01 - Part 1 - Learn Spacebar,100,14,0
Day 01 - Part 1 - Learn Spacebar,100,27,0
Day 01 - Part 2 - Learn Home Row,100,32,0
Day 01 - Part 3,100,20,0
Day 01 - Part 4,50,8,0
Day 01 - Part 5,100,20,0
Day 01 - Part 6,50,5,0
Day 01 - Part 7,100,11,0
Day 01 - Part 8,100,24,0
Day 01 - Part 9,100,27,0
