Lesson,Accuracy,WPM,IdleTime

Day 01 - Part 1 - Learn Spacebar,100,72,0
Day 01 - Part 4,99,63,0
Day 01 - Part 1 - Learn Spacebar,100,64,0
Day 01 - Part 1 - Learn Spacebar,100,82,0
Day 01 - Part 1 - Learn Spacebar,100,74,0
Day 01 - Part 1 - Learn Spacebar,76,36,0
Day 01 - Part 1 - Learn Spacebar,95,58,0
Day 01 - Part 1 - Learn Spacebar,98,82,0
Day 01 - Part 4,25,3,0
Day 01 - Part 5,0,0,0
Day 02 - Part 1,25,12,0
Day 02 - Part 2 - Learn E,33,24,0
Day 02 - Part 3 - Learn H,33,120,0
Day 02 - Part 4,26,96,0
Day 02 - Part 5,100,0,0
Day 01 - Part 5,100,0,0
Day 01 - Part 4,32,108,0
Day 01 - Part 1 - Learn Spacebar,0,0,0
Day 01 - Part 1 - Learn Spacebar,75,18,0
Day 01 - Part 4,32,120,0
Day 01 - Part 5,100,5,0
Day 01 - Part 1 - Learn Spacebar,75,57,0
Day 01 - Part 4,33,3,0
