Lesson,Accuracy,WPM,IdleTime

Day 01 - Part 1 - Learn Spacebar,94.1,15,1
Day 01 - Part 2 - Learn Home Row,95.4,22,3
Day 01 - Part 3,95.1,19,1
Day 01 - Part 4,87.7,7,2
Day 01 - Part 4,97.3,25,0
Day 01 - Part 1 - Learn Spacebar,97.8,18,0
Day 01 - Part 3,98.8,24,2
Day 01 - Part 2 - Learn Home Row,94.9,16,13
Day 01 - Part 2 - Learn Home Row,100.0,28,4
Day 01 - Part 4,95.1,22,9
