Lesson,Accuracy,WPM,IdleTime

Day 01 - Part 1 - Learn Spacebar,7.7,-23,22
Day 01 - Part 2 - Learn Home Row,84.1,1,0
Day 01 - Part 3,80.3,-1,51
