Lesson,Accuracy,WPM,Idle Time

Day 20 - Part 1,97.4,22,0
Day 20 - Part 2,96.1,20,0
Day 20 - Part 3,95.6,17,0
Day 20 - Part 4,94.7,15,0
Day 20 - Part 5,98.2,19,0
Day 20 - Part 6,96.9,21,0
Scripture - 1 Min - Novice - 1 Peter 1 v 18-19,95.0,19,0
Scripture - 1 Min - Novice - Acts 1 v 9-11,91.4,11,0
Scripture - 1 Min - Novice - Acts 1 v 9-11,95.0,19,0
Day 20 - Part 4,95.2,16,0
Scripture - 1 Min - Novice - 1 Peter 1 v 18-19,94.8,18,0
Scripture - 1 Min - Novice - 1 Peter 1 v 18-19,92.5,16,0
Scripture - 1 Min - Novice - 1 Peter 1 v 18-19,94.8,21,0
Scripture - 1 Min - Novice - 1 Peter 1 v 18-19,96.8,25,0
Scripture - 1 Min - Novice - Acts 1 v 9-11,92.5,14,0
Scripture - 1 Min - Novice - Acts 1 v 9-11,94.3,20,0
Scripture - 1 Min - Novice - Acts 1 v 9-11,95.5,23,0
Day 20 - Part 4,93.4,15,0
Day 20 - Part 4,93.9,17,0
Day 20 - Part 4,93.0,16,0
Day 20 - Part 4,93.0,14,0
Day 20 - Part 4,93.4,18,0
