Lesson,Accuracy,WPM,Idle Time

Day 16 - Part 4,95.1,18,0
Day 16 - Part 5,95.9,21,0
Day 17 - Part 1,95.5,24,0
Day 17 - Part 2 - Learn V,94.8,21,0
Day 17 - Part 3 - Learn Colon,90.9,8,0
Day 17 - Part 4,89.9,8,0
Day 17 - Part 5,93.7,15,0
Day 17 - Part 4,10.1,-474,0
Day 17 - Part 4,90.8,10,0
Day 17 - Part 4,92.8,12,0
Day 17 - Part 3 - Learn Colon,95.5,14,0
Day 17 - Part 4,94.7,15,0
Day 17 - Part 5,93.4,17,0
Day 17 - Part 5,92.0,14,0
Day 17 - Part 5,92.8,14,0
Day 17 - Part 5,95.3,20,0
