Lesson,Accuracy,WPM,Idle Time

Day 05 - Part 4,95.4,13,0
Day 05 - Part 5,96.1,15,0
Day 05 - Part 6,100.0,18,0
Day 06 - Part 1,88.2,6,0
Day 06 - Part 2 - Learn Left Shift,90.7,5,0
Day 06 - Part 3 - Learn Period,94.8,10,0
Day 06 - Part 4,88.7,3,1
Day 06 - Part 5,93.9,8,0
Day 06 - Part 1,98.7,20,1
Day 06 - Part 4,90.5,4,0
Day 06 - Part 4,95.6,11,0
Day 06 - Part 2 - Learn Left Shift,92.7,9,0
Day 06 - Part 2 - Learn Left Shift,92.7,9,0
Day 06 - Part 2 - Learn Left Shift,94.7,11,0
Day 06 - Part 5,96.1,14,0
Day 06 - Part 2 - Learn Left Shift,97.4,13,0
Day 06 - Part 3 - Learn Period,92.8,12,0
