Lesson,Accuracy,WPM,Idle Time

Day 10 - Part 4,92.3,9,0
Day 10 - Part 5,100.0,27,0
Day 11 - Part 1,94.8,18,0
Day 11 - Part 2 - Learn B,89.5,8,0
Day 11 - Part 3 - Learn P,92.2,11,0
Day 11 - Part 4,89.0,5,0
Day 11 - Part 5,87.6,4,0
Day 11 - Part 5,92.3,10,0
Day 11 - Part 4,89.0,5,0
Day 11 - Part 2 - Learn B,95.4,21,0
Day 11 - Part 4,92.9,13,0
Day 11 - Part 3 - Learn P,98.0,22,0
Day 10 - Part 4,95.5,19,0
Day 11 - Part 5,92.5,11,0
Day 11 - Part 5,94.4,15,0
