Part,Part,Backspace,Forced100,Time

1,Lesson 18 - Part 1,0,0,180
2,Lesson 18 - Part 2,0,0,180
3,Lesson 18 - Part 3 - Learn CAPS LOCK,0,0,180
4,Lesson 18 - Part 4 - Learn Question,0,0,180
5,Lesson 18 - Part 5,0,0,180
6,Lesson 18 - Part 6,0,0,180
7,Lesson 18 - Part 7,0,0,180
