Part,Part,Backspace,Forced100,Time

1,Lesson 05 - Part 4,0,0,180
2,Lesson 05 - Part 5,0,0,180
3,Lesson 05 - Part 6,0,1,180
4,Lesson 06 - Part 1,0,0,180
5,Lesson 06 - Part 2 - Learn Left Shift,0,0,180
6,Lesson 06 - Part 3 - Learn Period,0,0,180
7,Lesson 06 - Part 4,0,0,180
8,Lesson 06 - Part 5,0,0,180
