Part,Part,Backspace,Forced100,Time

1,Lesson 19 - Part 1,0,0,180
2,Lesson 19 - Part 2 - Learn Apostrophe,0,0,180
3,Lesson 19 - Part 3 - Learn Quotation,0,0,180
4,Lesson 19 - Part 4 - Learn Hyphen,0,0,180
5,Lesson 19 - Part 5,0,0,180
6,Lesson 19 - Part 6,0,0,180
7,Lesson 19 - Part 7,0,0,180
8,Lesson 19 - Part 9,0,0,180
