Part,Part,Backspace,Forced100,Time

1,Lesson 14 - Part 5,0,0,180
2,Lesson 14 - Part 6,0,0,180
3,Lesson 15 - Part 1,0,0,180
4,Lesson 15 - Part 2 - Learn Q,0,0,180
5,Lesson 15 - Part 3 - Learn Comma,0,0,180
6,Lesson 15 - Part 4,0,0,180
7,Lesson 15 - Part 5,0,0,180
8,Lesson 15 - Part 6,0,0,180
