Part,Part,Backspace,Forced100,Time

1,Lesson 24 - Part 4,0,0,180
2,Lesson 25 - Part 5,0,0,180
3,Lesson 26 - Part 1,0,0,240
4,Lesson 26 - Part 2 - Learn 3,0,0,240
5,Lesson 26 - Part 3 - Learn 0,0,0,240
6,Lesson 26 - Part 4,0,0,240
7,Lesson 26 - Part 5,0,0,240
8,Lesson 26 - Part 6,0,0,240
