Part,Part,Backspace,Forced100,Time

1,Lesson 16 - Part 4,0,0,180
2,Lesson 16 - Part 5,0,0,180
3,Lesson 17 - Part 1,0,0,180
4,Lesson 17 - Part 2 - Learn V,0,0,180
5,Lesson 17 - Part 3 - Learn Colon,0,0,180
6,Lesson 17 - Part 4,0,0,180
7,Lesson 17 - Part 5,0,0,180
