Part,Part,Backspace,Forced100,Time

1,Lesson 13 - Part 4,0,0,180
2,Lesson 13 - Part 6,0,0,180
3,Lesson 14 - Part 1,0,0,180
4,Lesson 14 - Part 2,0,0,180
5,Lesson 14 - Part 3 - Learn Z,0,0,180
6,Lesson 14 - Part 4 - Learn Y,0,0,180
7,Lesson 14 - Part 5,0,0,180
8,Lesson 14 - Part 6,0,0,180
