Part,Part,Backspace,Forced100,Time

1,Lesson 07 - Part 1,0,0,180
2,Lesson 07 - Part 2 - Learn C,0,0,180
3,Lesson 07 - Part 3 - Learn U,0,0,180
4,Lesson 07 - Part 4,0,0,180
5,Lesson 07 - Part 5,0,0,180
6,Lesson 07 - Part 6,0,0,180
7,Lesson 07 - Part 7,0,0,180
8,Lesson 07 - Part 8,0,0,180
