Part,Part,Backspace,Forced100,Time

1,Lesson 01 - Part 1 - Learn Spacebar,0,0,120
2,Lesson 01 - Part 2 - Learn Home Row,0,0,120
3,Lesson 02 - Part 4,0,0,120
4,Lesson 02 - Part 5,0,1,120
5,Lesson 03 - Part 1,0,0,120
6,Lesson 03 - Part 2 - Learn R,0,0,120
7,Lesson 03 - Part 3 - Learn O,0,0,120
8,Lesson 03 - Part 4,0,0,120
9,Lesson 03 - Part 5,0,0,120
