Part,Part,Backspace,Forced100,Time

1,Three Minute File 17,0,0,180
2,Three Minute File 18,0,0,180
3,Three Minute File 20,0,0,180
4,Three Minute File 24,0,0,180
5,Three Minute File 25,0,0,180
6,Three Minute File 26,0,0,180
7,Three Minute File 27,0,0,180
8,Scripture - 3 Min - Novice - Psalm 46,0,0,180
9,Scripture - 3 Min - Novice - Psalm 71 v 1-8,0,0,180
10,Scripture - 3 Min - Novice - Romans 5 v 1-8,0,0,180
