Part,Part,Backspace,Forced100,Time

1,Three Minute File 31,0,0,180
2,Three Minute File 32,0,0,180
3,Timing - Five Minutes 01,0,0,300
4,Scripture - 5 Min - Novice - 1 John 4 v 7-17,0,0,300
5,Scripture - 5 Min - Novice - Isaiah 53,0,0,300
6,Scripture - 5 Min - Novice - John 1 v 1-18,0,0,300
7,Scripture - 5 Min - Novice - Luke 2 v 1-20,0,0,300
8,Scripture - 5 Min - Novice - Matthew 18 v 21-35,0,0,300
