Part,Part,Backspace,Forced100,Time

1,Lesson 24 - Part 4,0,0,180
2,Lesson 25 - Part 1,0,0,240
3,Lesson 25 - Part 2 - Learn 5,0,0,240
4,Lesson 25 - Part 3 - Learn 9,0,0,240
5,Lesson 25 - Part 4,0,0,240
6,Lesson 25 - Part 5,0,0,240
7,Lesson 25 - Part 6,0,0,240
8,Lesson 25 - Part 7,0,0,240
