Lesson,Accuracy,WPM,IdleTime

Day 31 - Part 5,93.9,15,0
Day 32 - Part 1,94.6,20,0
Day 32 - Part 2,89.4,7,0
Day 32 - Part 3 - Learn Open Parentheses,96.2,21,0
Day 32 - Part 4 - Learn Close Parentheses,91.2,11,0
Day 32 - Part 5,90.3,8,0
Day 32 - Part 6,93.1,20,0
Day 32 - Part 7,93.4,13,0
Day 32 - Part 8,89.4,7,0
Day 32 - Part 2,94.6,15,0
Day 31 - Part 5,89.0,8,0
