Lesson,Accuracy,WPM,IdleTime

Scripture - 1 Min - Novice - John 3 v 16,98.3,41,0
Scripture - 1 Min - Novice - Hebrews 11 v 1,93.2,25,0
Scripture - 3 Min - Novice - 1 Cor 13 v 4-7,97.3,38,0
Scripture - 3 Min - Novice - Psalm 23,97.4,36,0
Scripture - 3 Min - Novice - Eph 2 v 4-10,97.7,33,0
Scripture - 5 Min - Novice - Psalm 51,96.5,33,0
Scripture - 5 Min - Novice - 1 John 4 v 7-17,96.7,32,0
Scripture - 5 Min - Novice - Philippians 2 v 1-11,96.1,31,0
Scripture - 1 Min - Novice - Hebrews 11 v 1,96.7,38,0
Scripture - 5 Min - Novice - Philippians 2 v 1-11,94.1,25,0
Scripture - 5 Min - Novice - Philippians 2 v 1-11,94.7,27,0
Scripture - 5 Min - Novice - Philippians 2 v 1-11,94.6,26,0
