Lesson,Accuracy,WPM,IdleTime

Scripture - 1 Min - Novice - 1 Peter 1 v 18-19,95.8,31,0
Scripture - 1 Min - Novice - Acts 1 v 9-11,95.3,30,0
Scripture - 1 Min - Novice - Acts 2 v 1-4,96.0,33,0
Scripture - 3 min - Advanced - 1 Peter 1 v 3-9,95.6,29,0
Scripture - 3 Min - Novice - Romans 5 v 1-8,97.4,34,0
Scripture - 3 Min - Novice - Psalm 46,97.2,36,0
Scripture - 5 Min - Novice - Isaiah 53,96.5,32,0
Scripture - 5 Min - Novice - John 1 v 1-18,96.2,31,0
Scripture - 1 Min - Novice - Acts 1 v 9-11,97.3,31,0
Scripture - 3 min - Advanced - 1 Peter 1 v 3-9,97.4,32,0
Scripture - 1 Min - Novice - 1 Peter 1 v 18-19,97.1,28,0
