Lesson,Accuracy,WPM,IdleTime

Day 29 - Part 1,97.3,36,0
Day 29 - Part 2 - Learn Dollar Sign,93.9,16,0
Day 29 - Part 3 - Learn Forward Slash,97.5,24,0
Day 29 - Part 4,96.7,22,0
Day 29 - Part 5,96.8,36,0
Day 29 - Part 6,97.2,40,0
Day 28 - Part 5 - Left Hand,96.5,39,0
Day 28 - Part 6 - Right Hand,97.2,39,0
Day 29 - Part 2 - Learn Dollar Sign,97.6,21,2
Day 29 - Part 4,99.2,25,0
Day 28 - Part 5 - Left Hand,98.6,44,0
Day 29 - Part 5,97.6,41,0
Day 29 - Part 2 - Learn Dollar Sign,86.5,5,0
