Lesson,Accuracy,WPM,IdleTime

Three Minute File 19,97.3,49,0
Three Minute File 21,96.6,43,0
Three Minute File 22,95.5,39,0
Three Minute File 23,94.2,35,0
Three Minute File 24,97.8,52,0
Three Minute File 29,95.3,39,0
Timing - Five Minutes 09,96.6,45,0
Timing - Five Minutes 14,96.9,47,0
Timing - Five Minutes 15,95.7,37,0
Three Minute File 23,98.0,49,0
