Lesson,Accuracy,WPM,IdleTime

Three Minute File 11,98,42,0
Three Minute File 12,97,42,0
Three Minute File 13,98,42,0
Three Minute File 14,98,46,0
Three Minute File 15,95,37,0
Three Minute File 16,98,43,0
Three Minute File 17,95,39,0
Three Minute File 18,98,39,0
Three Minute File 19,97,41,0
Three Minute File 20,97,41,0
Three Minute File 15,97,40,0
Three Minute File 17,96,42,0
