Lesson,Accuracy,WPM,IdleTime

Day 23 - Part 2 - Learn 1,100.0,40,0
Day 27 - Part 3 - Learn 2,99.3,38,0
Day 26 - Part 2 - Learn 3,99.6,41,0
Day 24 - Part 2 - Learn 4,100.0,42,0
Day 25 - Part 2 - Learn 5,100.0,39,0
Day 27 - Part 4 - Learn 6,99.6,40,0
Day 23 - Part 3 - Learn 7,98.9,41,0
Day 24 - Part 3 - Learn 8,100.0,41,0
Day 25 - Part 3 - Learn 9,99.6,39,0
Day 26 - Part 3 - Learn 0,98.9,31,0
Day 28 - Part 5 - Left Hand,96.4,31,0
Day 28 - Part 6 - Right Hand,93.8,24,0
Day 28 - Part 6 - Right Hand,98.8,36,1
Day 28 - Part 5 - Left Hand,99.5,37,0
