Lesson,Accuracy,WPM,IdleTime

Day 22 - Part 1,100.0,51,0
Day 22 - Part 2,100.0,64,0
Day 22 - Part 3,99.4,45,0
Day 22 - Part 4,100.0,64,0
Day 22 - Part 5,100.0,58,0
Day 22 - Part 6,100.0,56,0
Day 22 - Part 7,100.0,55,0
Day 22 - Part 8,100.0,60,0
Day 22 - Part 9,100.0,52,0
Day 22 - Part 3,100.0,46,0
Day 22 - Part 1,100.0,50,0
Day 22 - Part 1,100.0,60,0
Day 22 - Part 3,100.0,49,0
Day 22 - Part 9,100.0,56,0
Day 22 - Part 7,100.0,59,0
Day 22 - Part 9,100.0,54,0
Day 22 - Part 3,96.1,37,0
Day 22 - Part 3,95.5,26,23
