Lesson,Accuracy,WPM,IdleTime

Day 22 - Part 1,100.0,40,0
Day 22 - Part 2,100.0,57,0
Day 22 - Part 3,100.0,43,0
Day 22 - Part 4,100.0,56,0
Day 22 - Part 5,100.0,51,0
Day 22 - Part 6,100.0,53,0
Day 22 - Part 7,100.0,52,0
Day 22 - Part 8,100.0,57,0
Day 22 - Part 9,100.0,48,0
Day 22 - Part 1,100.0,44,0
Day 22 - Part 3,100.0,44,0
Day 22 - Part 1,100.0,56,0
Day 22 - Part 3,100.0,47,0
Day 22 - Part 3,100.0,47,0
Day 22 - Part 9,100.0,45,0
Day 22 - Part 5,100.0,48,0
Day 22 - Part 3,99.7,45,0
Day 22 - Part 7,100.0,55,0
