Lesson,Accuracy,WPM,IdleTime

Scripture - 1 Min - Novice - John 3 v 16,97.2,53,0
Scripture - 1 Min - Novice - Hebrews 11 v 1,98.1,65,0
Scripture - 3 Min - Novice - 1 Cor 13 v 4-7,99.2,59,0
Scripture - 3 Min - Novice - Psalm 23,97.7,57,0
Scripture - 3 Min - Novice - Eph 2 v 4-10,96.7,49,0
Scripture - 5 Min - Novice - Psalm 51,97.3,53,0
Scripture - 5 Min - Novice - 1 John 4 v 7-17,96.3,49,0
Scripture - 5 Min - Novice - Philippians 2 v 1-11,95.2,44,0
Scripture - 3 Min - Novice - Eph 2 v 4-10,97.5,54,0
Scripture - 5 Min - Novice - Philippians 2 v 1-11,96.0,47,0
Scripture - 1 Min - Novice - John 3 v 16,98.8,61,0
Scripture - 3 Min - Novice - Psalm 23,97.2,54,0
Scripture - 5 Min - Novice - Psalm 51,97.5,54,0
