Lesson,Accuracy,WPM,IdleTime

Scripture - 1 Min - Novice - John 3 v 16,97.7,52,0
Scripture - 3 Min - Novice - 1 Cor 13 v 4-7,96.8,45,0
Scripture - 3 Min - Novice - Eph 2 v 4-10,96.9,49,0
Scripture - 3 Min - Novice - Isaiah 40 v 28-31,94.8,39,0
Scripture - 3 Min - Novice - Psalm 23,97.1,47,0
Scripture - 3 Min - Novice - Psalm 71 v 1-8,95.1,37,0
Scripture - 5 Min - Advanced - Selections 1,97.1,41,0
Scripture - 3 Min - Novice - Isaiah 40 v 28-31,96.2,47,2
Scripture - 3 Min - Novice - Psalm 71 v 1-8,97.6,45,1
Scripture - 3 Min - Novice - Isaiah 40 v 28-31,94.3,36,0
