Lesson,Accuracy,WPM,IdleTime

Day 26 - Part 4,98.9,35,0
Day 27 - Part 1,99.5,40,0
Day 27 - Part 3 - Learn 2,99.6,40,0
Day 27 - Part 4 - Learn 6,99.2,39,0
Day 27 - Part 2,98.4,46,0
Day 27 - Part 5,98.0,30,0
Day 27 - Part 6,98.0,48,0
Day 27 - Part 7,98.7,35,0
Day 27 - Part 5,98.4,30,0
Day 27 - Part 5,100.0,32,0
Day 27 - Part 6,99.8,58,0
Day 27 - Part 7,97.3,33,0
Day 27 - Part 7,99.5,34,0
Day 26 - Part 4,100.0,40,2
Day 27 - Part 2,98.9,48,0
Day 27 - Part 4 - Learn 6,100.0,42,0
Day 27 - Part 7,100.0,39,0
Day 27 - Part 2,99.7,50,0
Day 27 - Part 1,98.9,40,0
