Lesson,Accuracy,WPM,Idle Time

Day 09 - Part 1,92.8,20,0
Day 09 - Part 6,100.0,31,0
Day 10 - Part 1,95.6,24,0
Day 10 - Part 2 - Learn G,95.4,25,0
Day 10 - Part 3 - Learn Right Shift,87.7,5,0
Day 10 - Part 4,92.3,13,0
Day 10 - Part 5,94.2,20,0
Day 10 - Part 3 - Learn Right Shift,94.2,16,0
