Lesson,Accuracy,WPM,Idle Time

Scripture - 1 Min - Novice - John 3 v 16,95.2,23,0
Scripture - 1 Min - Novice - Hebrews 11 v 1,94.4,25,0
Scripture - 3 Min - Novice - 1 Cor 13 v 4-7,96.6,28,0
Scripture - 3 Min - Novice - Psalm 23,95.8,26,0
Scripture - 3 Min - Novice - Eph 2 v 4-10,96.3,28,0
Scripture - 5 Min - Novice - Psalm 51,96.3,26,0
Scripture - 5 Min - Novice - 1 John 4 v 7-17,97.7,27,0
Scripture - 5 Min - Novice - Philippians 2 v 1-11,96.5,26,0
Scripture - 1 Min - Novice - Hebrews 11 v 1,95.4,28,0
Scripture - 1 Min - Novice - John 3 v 16,95.0,25,0
Scripture - 1 Min - Novice - John 3 v 16,97.9,33,0
Scripture - 1 Min - Novice - Hebrews 11 v 1,97.1,34,0
Scripture - 3 Min - Novice - Psalm 23,96.3,27,0
Scripture - 5 Min - Novice - Psalm 51,92.8,18,0
