Lesson,Accuracy,WPM,Idle Time

Day 12 - Part 6,94.1,25,0
Day 12 - Part 7,96.1,26,0
Day 13 - Part 1,96.8,25,0
Day 13 - Part 2 - Learn X,96.1,24,0
Day 13 - Part 3 - Learn M,99.3,34,0
Day 13 - Part 4,98.1,27,0
Day 13 - Part 5,91.0,9,0
Day 13 - Part 6,96.9,26,0
Day 13 - Part 5,94.2,17,0
Day 12 - Part 6,97.4,36,0
Day 13 - Part 5,94.2,17,0
Day 13 - Part 5,97.4,22,0
Day 13 - Part 2 - Learn X,98.0,32,0
Day 12 - Part 7,96.9,31,0
Day 13 - Part 1,96.8,28,0
Day 13 - Part 1,96.1,28,0
Day 13 - Part 1,96.8,29,0
Day 13 - Part 1,96.8,27,0
Day 13 - Part 1,97.4,32,0
Day 13 - Part 6,95.9,26,0
Day 13 - Part 6,96.1,26,0
