Lesson,Accuracy,WPM,Idle Time

Day 07 - Part 1,100.0,32,0
Day 07 - Part 2 - Learn C,93.5,15,0
Day 07 - Part 3 - Learn U,92.8,17,0
Day 07 - Part 4,93.5,17,0
Day 07 - Part 5,93.5,16,0
Day 07 - Part 6,92.9,15,0
Day 07 - Part 7,98.0,33,0
Day 07 - Part 8,94.8,18,0
Day 07 - Part 3 - Learn U,92.8,18,0
Day 07 - Part 3 - Learn U,94.8,23,0
Day 07 - Part 6,94.0,17,0
Day 07 - Part 2 - Learn C,96.7,27,0
Day 07 - Part 5,94.8,19,0
Day 07 - Part 4,94.8,22,0
Day 07 - Part 6,95.2,21,0
Day 07 - Part 8,26.1,-420,1
Day 07 - Part 8,86.9,6,0
Day 07 - Part 8,71.2,-27,0
Day 07 - Part 8,0.0,-1530,0
Day 07 - Part 8,90.2,12,0
Day 07 - Part 8,92.8,18,0
