Lesson,Accuracy,WPM,Idle Time

Day 08 - Part 1,95.5,25,0
Day 08 - Part 2,93.8,21,0
Day 08 - Part 3,95.5,21,0
Day 08 - Part 4,97.4,32,0
Day 08 - Part 5,97.4,28,0
Day 08 - Part 6,96.7,24,0
Day 08 - Part 7,96.1,26,0
Day 08 - Part 8,96.1,30,0
Day 08 - Part 9,96.0,25,0
Day 08 - Part 2,96.5,29,0
Day 08 - Part 3,94.8,23,0
Day 08 - Part 3,97.4,29,0
Day 08 - Part 1,98.1,31,0
Day 08 - Part 9,96.0,26,0
Day 08 - Part 9,97.4,31,0
Day 08 - Part 7,96.7,28,0
Day 08 - Part 8,96.1,32,0
Day 08 - Part 8,97.4,36,0
Day 08 - Part 2,95.5,28,0
Day 08 - Part 2,94.1,23,0
Day 08 - Part 2,96.9,32,0
Day 08 - Part 6,92.8,18,0
