Lesson,Accuracy,WPM,IdleTime

Day 01 - Part 1 - Learn Spacebar,100.0,40,0
Day 01 - Part 2 - Learn Home Row,97.7,37,0
Day 01 - Part 3,98.0,34,2
Day 01 - Part 4,97.7,44,0
Day 01 - Part 2 - Learn Home Row,99.4,42,0
Day 01 - Part 4,97.7,42,0
Day 01 - Part 4,99.7,48,0
Day 01 - Part 3,99.3,40,0
Day 01 - Part 3,97.8,34,0
Day 01 - Part 3,100.0,42,6
