Lesson,Accuracy,WPM,Idle Time

Day 11 - Part 4,96.8,21,0
Day 12 - Part 1,96.1,21,0
Day 12 - Part 2,98.7,34,0
Day 12 - Part 3,96.1,26,0
Day 12 - Part 4,96.8,28,0
Day 12 - Part 5,98.7,37,0
Day 12 - Part 6,99.3,36,0
Day 12 - Part 7,98.1,37,0
Day 12 - Part 1,92.9,21,0
Day 12 - Part 1,98.1,32,0
Day 12 - Part 3,98.7,44,0
Day 11 - Part 4,98.1,32,0
Day 12 - Part 4,98.7,38,0
Day 11 - Part 4,96.1,30,0
Day 11 - Part 4,89.0,14,0
Day 11 - Part 4,96.8,31,0
Day 11 - Part 4,96.1,29,0
Day 11 - Part 4,96.8,30,0
Day 11 - Part 4,98.7,40,0
Day 12 - Part 1,97.4,38,0
Day 12 - Part 1,96.1,32,0
Day 12 - Part 1,97.4,28,0
Day 12 - Part 1,95.5,28,0
