Lesson,Accuracy,WPM,Idle Time

Day 04 - Part 6,98.0,34,0
Day 04 - Part 7,100.0,32,6
Day 05 - Part 1,97.4,28,0
Day 05 - Part 2 - Learn T,94.0,19,0
Day 05 - Part 3 - Learn I,93.5,26,0
Day 05 - Part 4,93.4,21,0
Day 05 - Part 5,92.2,16,0
Day 05 - Part 6,94.8,30,0
Day 05 - Part 7,96.7,29,0
Day 05 - Part 5,93.5,38,0
Day 05 - Part 4,96.7,61,0
Day 05 - Part 3 - Learn I,96.7,41,0
Day 05 - Part 5,90.8,24,0
Day 05 - Part 5,93.5,38,0
Day 05 - Part 5,96.1,61,0
Day 05 - Part 2 - Learn T,95.3,30,0
Day 05 - Part 6,98.0,52,0
Day 05 - Part 2 - Learn T,96.7,55,0
Day 05 - Part 5,89.5,24,0
Day 05 - Part 5,94.8,27,0
Day 05 - Part 5,96.1,40,0
Day 05 - Part 5,98.7,56,0
Day 05 - Part 7,93.4,31,0
Day 05 - Part 7,95.4,33,0
Day 05 - Part 7,98.0,61,0
Day 05 - Part 3 - Learn I,97.4,64,0
Day 05 - Part 2 - Learn T,98.7,57,0
Day 05 - Part 4,96.7,58,0
Day 05 - Part 4,96.7,69,0
Day 05 - Part 4,92.8,46,0
Day 05 - Part 4,96.1,60,0
Day 05 - Part 4,96.7,56,0
Day 05 - Part 4,98.7,57,0
Day 05 - Part 1,97.4,61,0
Day 05 - Part 1,93.4,33,0
Day 05 - Part 1,96.7,41,0
Day 05 - Part 1,98.0,61,0
Day 05 - Part 3 - Learn I,96.7,50,0
Day 05 - Part 3 - Learn I,90.8,28,0
Day 05 - Part 3 - Learn I,94.8,37,0
Day 05 - Part 3 - Learn I,95.4,39,0
Day 05 - Part 3 - Learn I,92.2,36,0
Day 05 - Part 3 - Learn I,96.1,58,0
Day 05 - Part 3 - Learn I,97.4,59,0
