Lesson,Accuracy,WPM,Idle Time

Day 14 - Part 5,99.3,28,0
Day 14 - Part 6,95.5,26,0
Day 15 - Part 1,95.5,26,0
Day 15 - Part 2 - Learn Q,96.8,25,0
Day 15 - Part 3 - Learn Comma,98.7,33,0
Day 15 - Part 4,97.4,25,0
Day 15 - Part 5,95.5,22,0
Day 15 - Part 6,98.1,33,0
Day 15 - Part 5,94.2,22,0
Day 15 - Part 5,96.8,24,0
Day 14 - Part 6,96.9,32,0
Day 15 - Part 1,95.5,23,0
Day 15 - Part 1,97.4,34,0
Day 15 - Part 5,97.4,32,0
Day 15 - Part 2 - Learn Q,96.2,23,0
Day 15 - Part 2 - Learn Q,94.9,22,0
Day 15 - Part 2 - Learn Q,96.2,25,0
Day 15 - Part 2 - Learn Q,97.5,29,0
Day 14 - Part 6,98.1,39,1
Day 15 - Part 4,96.8,30,0
Day 15 - Part 4,96.1,31,0
Day 15 - Part 4,96.8,32,5
Day 15 - Part 4,98.1,39,0
Day 15 - Part 5,87.7,11,0
