Lesson,Accuracy,WPM,Idle Time

Day 12 - Part 6,98.7,38,0
Day 12 - Part 7,97.3,38,0
Day 13 - Part 1,98.7,27,0
Day 13 - Part 2 - Learn X,99.3,41,0
Day 13 - Part 3 - Learn M,94.1,18,0
Day 13 - Part 4,98.1,34,0
Day 13 - Part 5,91.6,17,0
Day 13 - Part 6,95.7,30,0
Day 13 - Part 5,94.8,23,0
Day 13 - Part 3 - Learn M,97.4,38,0
Day 13 - Part 5,98.1,35,0
Day 13 - Part 6,98.2,43,0
Day 12 - Part 7,99.6,48,0
Day 13 - Part 3 - Learn M,97.4,44,0
Day 13 - Part 3 - Learn M,98.0,41,0
Day 13 - Part 3 - Learn M,98.7,40,0
Day 13 - Part 4,94.8,29,0
Day 13 - Part 4,98.1,35,0
Day 13 - Part 4,98.7,39,0
Day 13 - Part 5,94.8,30,0
Day 13 - Part 5,94.8,27,0
Day 13 - Part 5,95.5,22,0
Day 13 - Part 5,92.3,20,0
Day 13 - Part 5,94.2,25,0
Day 13 - Part 5,99.4,37,0
Day 13 - Part 6,98.4,41,0
Day 13 - Part 6,89.7,21,0
