Lesson,Accuracy,WPM,Idle Time

Day 08 - Part 1,96.1,28,0
Day 08 - Part 2,97.9,35,0
Day 08 - Part 3,98.1,29,0
Day 08 - Part 4,98.7,51,0
Day 08 - Part 5,97.4,36,0
Day 08 - Part 6,93.5,18,0
Day 08 - Part 7,97.4,31,0
Day 08 - Part 8,95.5,26,0
Day 08 - Part 9,97.4,33,0
Day 08 - Part 6,92.2,15,0
Day 08 - Part 6,94.8,23,0
Day 08 - Part 6,97.4,35,0
Day 08 - Part 8,96.8,31,0
Day 08 - Part 1,95.5,31,0
Day 08 - Part 1,100.0,43,0
Day 08 - Part 8,96.8,29,0
Day 08 - Part 8,94.8,28,0
Day 08 - Part 8,98.1,37,0
Day 08 - Part 7,97.4,32,0
Day 08 - Part 7,99.3,37,0
Day 08 - Part 9,93.4,22,0
Day 08 - Part 9,96.7,29,0
Day 08 - Part 9,98.0,36,0
Day 08 - Part 6,100.0,32,0
Day 08 - Part 5,98.1,36,0
Day 08 - Part 2,96.9,33,0
Day 08 - Part 2,96.9,31,0
Day 08 - Part 2,98.3,43,0
Day 08 - Part 9,98.0,33,0
Day 08 - Part 9,98.0,28,0
Day 08 - Part 9,95.4,39,0
