Lesson,Accuracy,WPM,Idle Time

Day 13 - Part 4,99.4,35,0
Day 13 - Part 6,98.1,21,0
Day 14 - Part 1,98.1,32,0
Day 14 - Part 2,95.8,29,0
Day 14 - Part 3 - Learn Z,96.7,21,0
Day 14 - Part 4 - Learn Y,98.7,33,0
Day 14 - Part 5,97.4,29,0
Day 14 - Part 6,97.3,34,0
Day 14 - Part 2,97.4,37,0
Day 14 - Part 3 - Learn Z,97.4,27,0
Day 14 - Part 6,98.0,26,0
Day 14 - Part 3 - Learn Z,98.7,31,0
Day 14 - Part 5,97.4,26,0
Day 14 - Part 5,99.3,35,0
Day 14 - Part 2,97.4,42,0
Day 14 - Part 2,97.7,43,0
Day 14 - Part 2,96.8,40,0
Day 14 - Part 2,98.1,36,0
Day 14 - Part 6,96.3,35,0
Day 14 - Part 6,96.9,39,0
Day 14 - Part 6,95.1,38,0
