Lesson,Accuracy,WPM,Idle Time

Day 10 - Part 4,96.8,24,0
Day 10 - Part 5,100.0,49,1
Day 11 - Part 1,98.1,38,0
Day 11 - Part 2 - Learn B,92.8,25,0
Day 11 - Part 3 - Learn P,94.8,30,0
Day 11 - Part 4,96.1,18,0
Day 11 - Part 5,95.4,10,5
Day 11 - Part 2 - Learn B,94.1,13,0
Day 11 - Part 2 - Learn B,94.8,17,0
Day 11 - Part 2 - Learn B,91.5,14,0
Day 11 - Part 2 - Learn B,93.5,17,0
Day 11 - Part 2 - Learn B,94.1,17,0
Day 11 - Part 2 - Learn B,95.4,22,0
Day 11 - Part 3 - Learn P,97.4,28,0
Day 11 - Part 5,95.9,24,0
Day 11 - Part 2 - Learn B,91.5,10,0
Day 11 - Part 2 - Learn B,94.8,21,0
Day 11 - Part 2 - Learn B,93.5,11,0
Day 11 - Part 2 - Learn B,94.1,15,0
Day 11 - Part 2 - Learn B,92.2,12,0
Day 11 - Part 2 - Learn B,92.2,12,0
