Lesson,Accuracy,WPM,Idle Time

Day 15 - Part 5,96.1,26,0
Day 15 - Part 6,98.6,35,0
Day 16 - Part 1,97.4,34,0
Day 16 - Part 2,96.4,38,0
Day 16 - Part 3,97.7,40,0
Day 16 - Part 4,97.4,36,0
Day 16 - Part 5,99.6,48,0
Day 15 - Part 5,98.7,38,0
Day 16 - Part 2,97.4,43,0
Day 16 - Part 1,99.4,47,0
Day 16 - Part 4,98.4,56,0
Day 16 - Part 2,98.0,48,0
Day 16 - Part 3,98.7,45,0
Day 16 - Part 2,99.3,53,0
Day 16 - Part 4,98.4,48,0
Day 16 - Part 4,97.7,47,0
Day 16 - Part 4,99.0,54,0
Day 15 - Part 6,98.6,46,0
Day 15 - Part 6,98.1,41,0
Day 15 - Part 6,99.0,43,0
Day 15 - Part 5,97.4,40,0
Day 15 - Part 5,97.4,38,0
Day 15 - Part 5,99.4,47,0
Day 16 - Part 3,99.7,49,0
Day 15 - Part 6,97.9,45,0
Day 15 - Part 6,96.7,43,0
Day 15 - Part 6,99.5,59,0
