Lesson,Accuracy,WPM,Idle Time

Day 18 - Part 1,96.6,21,1
Day 18 - Part 2,98.5,32,0
Day 18 - Part 3 - Learn CAPS LOCK,95.6,24,0
Day 18 - Part 4 - Learn Question,93.8,15,0
Day 18 - Part 5,95.3,17,2
Day 18 - Part 6,91.3,13,0
Day 18 - Part 7,97.6,36,0
Day 18 - Part 6,96.5,22,2
Day 18 - Part 4 - Learn Question,98.8,23,0
Day 18 - Part 5,97.2,27,0
Day 18 - Part 3 - Learn CAPS LOCK,97.0,29,1
Day 18 - Part 6,93.6,15,0
Day 18 - Part 6,95.5,22,0
