Lesson,Accuracy,WPM,Idle Time

Day 13 - Part 4,98.1,26,0
Day 13 - Part 6,98.1,35,0
Day 14 - Part 1,100.0,35,0
Day 14 - Part 2,96.8,33,0
Day 14 - Part 3 - Learn Z,93.5,16,0
Day 14 - Part 4 - Learn Y,99.3,34,0
Day 14 - Part 5,96.1,25,0
Day 14 - Part 6,93.6,24,0
Day 14 - Part 3 - Learn Z,98.7,30,1
