Lesson,Accuracy,WPM,Idle Time

Day 16 - Part 4,99.0,26,0
Day 16 - Part 5,97.4,25,0
Day 17 - Part 1,99.4,31,0
Day 17 - Part 2 - Learn V,98.0,27,0
Day 17 - Part 3 - Learn Colon,90.9,10,0
Day 17 - Part 4,93.7,19,0
Day 17 - Part 5,97.9,32,0
Day 17 - Part 3 - Learn Colon,97.4,23,0
Day 17 - Part 4,97.1,28,4
Day 17 - Part 4,96.6,29,0
Day 17 - Part 4,98.1,32,0
Day 17 - Part 3 - Learn Colon,96.1,22,0
Day 17 - Part 3 - Learn Colon,97.4,20,1
Day 17 - Part 3 - Learn Colon,98.1,25,0
Day 16 - Part 5,98.1,37,1
Day 17 - Part 5,97.4,34,0
Day 17 - Part 5,94.9,24,2
