Lesson,Accuracy,WPM,Idle Time

Day 09 - Part 1,95.4,32,3
Day 09 - Part 2,99.3,33,1
Day 09 - Part 3,93.5,28,0
Day 09 - Part 4 - Learn W,100.0,37,1
Day 09 - Part 5 - Learn N,96.7,33,0
Day 09 - Part 6,98.7,32,3
Day 09 - Part 7,98.7,33,0
Day 09 - Part 8,98.0,28,3
Day 09 - Part 9,97.4,18,9
Day 09 - Part 3,100.0,59,1
Day 09 - Part 1,98.0,45,1
