Lesson,Accuracy,WPM,IdleTime

Day 01 - Part 1 - Learn Spacebar,97.8,19,0
Day 01 - Part 4,96.8,22,0
Day 01 - Part 5,100.0,22,0
Day 02 - Part 1,93.5,10,0
Day 02 - Part 2 - Learn E,96.1,13,0
Day 02 - Part 3 - Learn H,96.1,14,0
Day 02 - Part 4,98.7,17,0
Day 02 - Part 5,96.5,15,0
Day 02 - Part 1,100.0,19,0
Day 02 - Part 2 - Learn E,99.3,21,0
Day 02 - Part 3 - Learn H,98.7,18,0
Day 02 - Part 5,97.6,18,0
Day 01 - Part 4,98.4,22,0
Day 02 - Part 5,98.2,19,0
Day 01 - Part 1 - Learn Spacebar,99.3,20,0
Day 02 - Part 5,95.7,15,0
Day 02 - Part 5,96.2,16,1
