Lesson,Accuracy,WPM,Idle Time

Day 04 - Part 6,94.6,16,0
Day 04 - Part 7,100.0,22,0
Day 05 - Part 1,95.4,16,0
Day 05 - Part 2 - Learn T,97.3,16,0
Day 05 - Part 3 - Learn I,96.1,17,0
Day 05 - Part 4,95.4,14,0
Day 05 - Part 5,91.5,11,0
Day 05 - Part 6,96.1,16,0
Day 05 - Part 7,96.7,17,0
Day 05 - Part 5,98.0,14,0
Day 04 - Part 6,98.5,28,0
Day 05 - Part 4,96.7,17,0
Day 05 - Part 1,98.7,24,0
Day 05 - Part 6,98.7,20,0
Day 05 - Part 3 - Learn I,100.0,27,0
Day 05 - Part 4,97.4,16,0
Day 05 - Part 7,96.7,17,0
Day 05 - Part 7,98.0,19,0
