Lesson,Accuracy,WPM,Idle Time

Day 14 - Part 5,98.0,18,0
Day 14 - Part 6,96.9,15,0
Day 15 - Part 1,96.1,16,0
Day 15 - Part 2 - Learn Q,97.5,16,0
Day 15 - Part 3 - Learn Comma,93.5,11,0
Day 15 - Part 4,94.2,11,0
Day 15 - Part 5,98.7,17,0
Day 15 - Part 6,94.1,16,0
Day 15 - Part 3 - Learn Comma,96.7,21,0
Day 15 - Part 6,94.5,17,6
Day 15 - Part 4,91.6,9,0
