Lesson,Accuracy,WPM,Idle Time

Day 01 - Part 1 - Learn Spacebar,100.0,25,0
Day 01 - Part 2 - Learn Home Row,99.3,28,0
Day 02 - Part 4,97.5,19,0
Day 02 - Part 5,100.0,25,0
Day 03 - Part 1,97.0,19,0
Day 03 - Part 2 - Learn R,94.1,12,0
Day 03 - Part 3 - Learn O,97.3,20,0
Day 03 - Part 4,94.8,12,0
Day 03 - Part 5,95.8,14,0
Day 03 - Part 2 - Learn R,97.4,18,0
Day 03 - Part 4,94.8,15,0
Day 03 - Part 4,96.1,16,0
Day 03 - Part 5,96.6,16,2
Day 03 - Part 4,94.8,15,0
Day 03 - Part 4,97.4,17,0
Day 03 - Part 5,97.8,19,0
