Lesson,Accuracy,WPM,Idle Time

Day 13 - Part 4,94.8,9,0
Day 13 - Part 6,96.7,12,0
Day 14 - Part 1,95.5,11,0
Day 14 - Part 2,96.7,14,0
Day 14 - Part 3 - Learn Z,100.0,12,0
Day 14 - Part 4 - Learn Y,94.8,15,0
Day 14 - Part 5,98.7,12,0
Day 14 - Part 6,95.8,7,2
Day 13 - Part 4,96.8,10,0
Day 14 - Part 4 - Learn Y,98.0,15,0
Day 14 - Part 1,98.1,12,0
Day 14 - Part 6,100.0,8,3
