Lesson,Accuracy,WPM,Idle Time

Day 18 - Part 1,96.6,11,0
Day 18 - Part 2,95.3,12,0
Day 18 - Part 3 - Learn CAPS LOCK,93.5,8,0
Day 18 - Part 4 - Learn Question,93.8,8,0
Day 18 - Part 5,91.1,4,0
Day 18 - Part 6,94.0,7,0
Day 18 - Part 7,97.0,14,0
Day 18 - Part 5,96.5,7,0
Day 18 - Part 3 - Learn CAPS LOCK,95.1,7,1
Day 18 - Part 4 - Learn Question,52.2,-58,2
