Lesson,Accuracy,WPM,Idle Time

Day 16 - Part 4,98.3,14,0
Day 16 - Part 5,94.4,11,0
Day 17 - Part 1,96.8,13,0
Day 17 - Part 2 - Learn V,100.0,17,0
Day 17 - Part 3 - Learn Colon,77.3,-6,0
Day 17 - Part 4,100.0,12,0
Day 17 - Part 5,97.5,13,0
Day 17 - Part 3 - Learn Colon,98.1,11,0
Day 16 - Part 5,97.1,13,1
Day 17 - Part 1,98.1,13,0
Day 16 - Part 5,96.5,13,0
Day 16 - Part 5,95.1,12,2
Day 16 - Part 5,25.2,-1237,0
